Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,EOMES,POLR2A,SOX2,DLX6,SATB2,BCL11B,CPLX3,HS3ST4,CRYM,EXOC6,FOXN2,SOSTDC1,SERPINI1,SPLIT3,ZFPL1,NGEF,PALMD,TUBA4A,NR2F1,NEFL,NR4A2,CBLN2,MEF2E,PPP1R1B,RUNX1T1,LPL,GABRA5
8499,3345,39159,300.8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,462,41141,142.1,0,0,1,1,11,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8501,1466,40602,314.0,0,0,0,1,13,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8502,3286,38710,327.1,0,1,0,0,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8503,1876,43659,126.7,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8504,642,40597,356.2,0,2,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8505,1083,39539,460.1,0,2,0,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8506,4003,39210,345.5,0,0,0,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8507,4161,38273,369.5,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,5366,40711,180.4,0,0,0,2,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8509,3043,41886,242.0,0,1,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0
8510,1920,43639,143.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8511,3298,41145,150.1,0,1,1,3,2,0,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8512,1824,38475,219.2,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8513,3894,40164,150.7,0,0,0,0,14,1,0,1,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
8514,2725,42424,135.9,0,1,1,0,8,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8515,4280,43558,225.5,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,5367,40595,158.1,0,0,0,0,8,2,1,2,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
8517,3281,41789,272.9,0,3,0,0,5,2,2,6,0,2,0,2,0,11,0,0,1,0,0,0,2,3,2,1,0,1,1
8518,4878,39532,258.0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8519,5423,39290,367.1,0,1,0,1,11,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8520,570,42271,443.6,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8521,2407,42793,342.5,1,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522,4975,43617,371.6,0,2,0,0,6,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8523,2047,43032,357.4,0,1,0,0,10,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
8524,4781,43588,408.1,0,0,0,2,10,4,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8525,5207,42707,165.6,0,3,1,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8526,19,40625,236.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
8527,3820,42145,171.8,0,1,0,0,14,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8528,1739,39862,157.6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8529,1175,41802,453.7,0,2,1,0,5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8530,4937,42201,335.7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531,3388,38718,525.1,0,1,0,0,11,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8532,5103,41840,180.4,0,1,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,1,0,0,1,0
8533,1620,39216,264.3,0,1,2,3,13,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8534,4090,39332,190.1,0,1,0,0,6,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8535,3099,42677,180.4,0,0,0,1,3,0,5,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8536,1186,43129,150.7,0,1,1,2,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,2544,41368,150.7,0,0,1,0,15,3,1,0,0,1,1,0,0,0,0,0,1,0,1,2,1,0,1,0,0,1,1
8538,3146,42667,243.2,0,1,2,1,4,0,4,0,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8539,5332,42738,319.1,0,1,0,0,20,1,1,2,1,0,1,0,0,1,0,0,1,1,0,3,1,0,1,1,0,1,1
8540,5416,43353,187.2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
8541,651,41674,327.7,0,2,0,1,21,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8542,3677,42426,165.0,0,0,0,0,7,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8543,3856,42271,149.6,0,0,1,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8544,1690,41936,134.7,0,0,0,1,8,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8545,4982,42904,369.8,0,2,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8546,588,40585,187.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8547,5001,39606,218.0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8548,4025,41470,128.5,0,1,0,0,1,1,1,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8549,2521,40241,419.6,0,1,0,1,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8550,1569,40860,248.9,0,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8551,4074,41150,189.0,0,1,0,0,4,0,3,0,0,3,1,0,1,1,0,6,1,0,3,2,0,1,1,1,0,1,0
8552,5234,38889,391.1,0,0,0,0,7,1,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8553,3002,41984,195.8,0,0,1,0,7,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8554,1699,41734,212.4,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8555,4094,39203,441.3,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8556,839,42697,188.4,0,1,0,1,15,5,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8557,1706,43200,358.5,0,1,0,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8558,2171,38986,181.0,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8559,2306,40504,461.7,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8560,2292,39067,165.0,0,0,0,1,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8561,650,41837,210.6,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8562,3758,42190,401.8,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8563,3997,38575,518.3,0,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8564,1773,43224,273.5,0,1,0,1,4,3,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
8565,1590,38419,689.6,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8566,2963,42688,172.4,0,0,1,1,4,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8567,5051,39585,264.9,0,3,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8568,1430,40438,633.6,0,3,0,0,13,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8569,2572,40140,473.8,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8570,1133,41369,544.7,0,0,0,0,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8571,5110,40731,449.8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
8572,2697,43063,345.5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8573,4455,38598,357.9,0,1,0,0,20,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8574,2028,38282,431.7,0,1,0,0,10,1,8,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
8575,5068,42979,218.0,5,4,1,0,11,3,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8576,3042,43282,288.9,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8577,5283,39364,282.0,0,2,0,0,14,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0
8578,1108,43552,150.7,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8579,4965,39774,186.6,0,1,3,1,7,0,7,3,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
8580,1538,40794,179.8,1,3,0,2,10,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
8581,4132,39765,356.2,0,0,0,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
8582,3775,40306,197.6,0,1,0,0,5,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8583,3234,43058,513.8,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8584,563,40520,335.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8585,4934,38597,248.3,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
8586,3084,42641,204.4,0,1,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8587,196,39919,324.8,0,5,0,0,21,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,1,0
8588,4970,41624,475.0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8589,625,40517,311.7,0,0,0,0,5,1,0,3,2,2,1,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0
8590,5019,41157,149.6,0,1,1,0,7,0,3,0,0,2,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0
8591,4445,41199,158.7,0,0,0,0,15,0,3,0,0,3,0,0,3,1,0,3,1,1,2,1,0,0,1,0,0,1,0
8592,1311,38502,363.6,0,1,1,0,12,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
8593,3584,39739,380.2,0,0,0,0,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8594,2246,43410,195.8,0,1,1,1,7,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8595,3636,38397,301.4,0,1,0,0,7,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,1349,42730,473.8,0,1,1,0,19,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,2,0
8597,1425,40661,312.3,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8598,4801,41466,428.8,0,4,0,0,16,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,1,0
8599,3775,39172,157.0,0,2,0,1,12,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600,4208,40823,218.0,0,1,0,0,5,0,3,2,0,2,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0
8601,5262,41222,535.9,0,2,1,0,13,1,5,2,1,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1
8602,3632,38271,298.0,0,2,0,0,4,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8603,5286,42547,257.5,0,2,2,0,15,3,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,2,0,0,0,0
8604,3314,40069,421.4,0,2,1,1,10,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8605,2965,43271,252.4,0,1,0,1,4,2,2,1,2,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
8606,427,41060,596.6,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8607,5438,41325,383.7,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8608,4932,39582,265.5,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8609,5430,41890,298.6,0,3,0,0,3,0,0,4,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
8610,5315,41026,365.4,0,5,0,0,12,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0
8611,5284,39554,225.5,0,1,0,0,22,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8612,3643,39796,395.6,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,4373,43408,203.2,0,1,0,0,13,1,1,4,2,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0
8614,4544,43495,258.6,0,2,0,2,16,0,1,1,0,1,1,0,0,0,0,4,1,0,1,0,0,1,1,0,0,0,0
8615,2263,40952,484.6,0,3,1,1,8,1,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8616,1014,41994,405.9,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8617,5269,41502,197.6,1,0,0,0,11,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8618,3132,38550,278.5,0,1,0,0,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8619,2323,39757,473.8,1,2,0,3,11,1,2,0,3,4,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
8620,2822,39956,281.5,0,1,0,0,12,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,317,39583,189.0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8622,3398,42410,204.4,0,1,0,0,8,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1
8623,1482,39060,367.1,0,4,0,0,12,5,1,9,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8624,4593,39970,217.5,0,1,0,0,6,0,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,4940,40164,412.2,0,1,0,1,16,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8626,544,40278,281.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8627,1734,41697,234.6,0,0,0,0,16,1,0,1,0,0,1,0,0,0,1,8,0,1,1,0,0,1,1,0,0,1,0
8628,3717,41402,457.8,0,3,0,0,10,2,1,2,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
8629,1738,43682,298.0,0,2,1,0,8,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0
8630,4756,42071,149.6,0,0,0,0,6,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8631,3282,41185,291.8,0,1,0,2,4,5,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
8632,3198,38621,427.0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8633,350,40756,545.6,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8634,425,43650,765.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635,3744,40513,418.4,0,1,1,1,7,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8636,4648,38536,594.8,0,1,0,0,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8637,1793,41123,521.3,0,0,0,1,12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8638,2304,40180,449.8,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0
8639,2625,40982,545.6,0,5,0,0,8,1,1,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
8640,4854,42533,586.2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8641,937,38805,166.1,0,0,1,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,759,41004,150.1,0,0,1,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
8643,2857,38362,556.6,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8644,1046,42678,591.3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
8645,5147,42258,166.1,0,4,1,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8646,3811,42631,561.8,0,0,5,0,4,2,2,8,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
8647,1725,38686,472.1,0,3,0,2,5,1,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
8648,2520,39584,458.4,0,0,0,0,8,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
8649,1176,39198,286.5,0,0,0,1,10,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8650,264,40187,524.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8651,2990,38430,494.3,0,0,0,0,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8652,1092,43669,355.6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,2413,43507,173.0,1,1,2,1,10,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8654,1992,43106,333.4,0,1,1,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,4392,41641,308.8,0,3,1,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
8656,851,38435,545.6,0,2,0,1,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8657,4517,42926,587.4,0,0,0,1,16,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
8658,2528,42518,403.0,0,4,0,0,17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8659,493,39035,484.0,0,1,1,0,6,0,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
8660,3161,42811,294.5,5,3,2,0,11,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8661,3159,38903,305.5,0,3,1,1,6,0,5,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8662,752,42303,376.9,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,4795,42734,425.3,0,4,0,0,14,2,0,1,1,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
8664,3116,41642,480.1,0,0,0,0,7,2,0,4,0,1,1,0,1,2,0,0,3,0,2,0,2,1,2,1,1,2,1
8665,4937,41406,486.9,0,1,0,0,6,1,1,1,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8666,3086,38442,394.4,0,1,0,0,3,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8667,3586,42668,288.3,0,1,1,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8668,2712,39921,384.7,0,0,2,0,13,0,3,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8669,3900,40611,456.7,0,0,1,0,6,2,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8670,45,41763,554.4,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8671,585,38916,551.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8672,5308,43499,181.0,0,1,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
8673,3020,39926,387.0,0,0,0,0,5,1,4,1,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0
8674,1887,40932,327.7,0,0,0,0,6,4,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8675,800,39326,187.8,0,4,4,2,13,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8676,5408,38294,407.1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8677,4125,40230,427.0,0,2,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8678,4764,40986,413.1,0,0,0,0,10,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,466,42303,488.1,0,6,0,0,9,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8680,728,39459,219.2,0,1,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
8681,28,40051,244.4,0,1,0,1,3,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8682,4154,39361,310.5,0,0,0,0,7,0,2,0,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0
8683,2697,41397,180.4,0,2,4,1,11,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8684,2920,39610,150.7,0,1,0,0,11,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8685,3429,39003,409.3,0,3,0,1,8,0,2,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
8686,4090,42514,271.1,0,0,1,1,6,0,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8687,4848,42320,356.8,0,2,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
8688,5371,40799,278.5,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8689,373,38306,527.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8690,2540,38534,179.8,0,2,0,0,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8691,5080,41626,428.2,0,0,0,0,7,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
8692,411,39970,439.5,0,0,2,2,5,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
8693,1961,40236,165.6,0,3,0,1,12,2,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
8694,2434,40901,660.4,0,0,2,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8695,2619,43572,625.0,0,0,0,0,13,3,0,3,1,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
8696,1058,42091,552.1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8697,3717,43269,258.0,0,1,2,0,9,2,0,4,1,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
8698,4987,42004,256.9,0,0,2,0,8,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8699,2612,39362,531.0,0,0,0,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,4678,41263,705.4,0,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,5173,39787,264.9,0,1,0,0,2,5,3,8,4,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,1,1
8702,1313,40941,213.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,1390,39929,293.0,0,0,2,0,6,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8704,838,38286,401.5,0,1,0,1,16,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
